PRISM Time Series Data
Locations: 450
"Climate variables: ppt,tmin,tmean,tmax,vpdmin,vpdmax"
Spatial resolution: 800m
Period: 2010 - 2024
Dataset: AN91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Mar-02
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
516NEV105,-121.0969,39.1117,502,2014,1092.68,9.9,16.7,23.4,3.77,22.52
516NEV105,-121.0969,39.1117,502,2015,566.82,9.3,16.3,23.2,3.63,22.42
516NEV105,-121.0969,39.1117,502,2016,1341.92,8.9,15.7,22.4,3.32,21.16
516NEV105,-121.0969,39.1117,502,2017,1612.70,9.3,15.9,22.5,3.05,21.02
516NEV105,-121.0969,39.1117,502,2018,1046.51,8.8,15.8,22.8,3.48,22.17
516NEV105,-121.0969,39.1117,502,2019,1369.34,8.5,15.1,21.7,2.84,19.91
516NEV105,-121.0969,39.1117,502,2020,617.67,9.2,16.2,23.1,4.32,23.01
516NEV105,-121.0969,39.1117,502,2021,1073.69,9.4,16.0,22.7,4.10,22.97
516NEV105,-121.0969,39.1117,502,2022,744.32,9.2,16.1,22.9,4.18,23.19
516NEV105,-121.0969,39.1117,502,2023,1084.45,8.6,14.8,20.9,2.77,18.18
516NEV105,-121.0969,39.1117,502,2024,1195.65,9.7,15.8,21.9,3.62,20.48

517YUB001,-121.0758,39.4043,561,2010,1658.85,8.3,14.9,21.6,2.71,20.68
517YUB001,-121.0758,39.4043,561,2011,1041.25,7.7,14.5,21.4,2.68,20.21
517YUB001,-121.0758,39.4043,561,2012,1626.02,8.5,15.7,22.8,3.45,23.36
517YUB001,-121.0758,39.4043,561,2013,361.36,8.5,16.0,23.5,3.76,24.14
517YUB001,-121.0758,39.4043,561,2014,1257.84,9.8,17.0,24.2,3.74,24.80
517YUB001,-121.0758,39.4043,561,2015,635.04,9.4,16.7,24.1,3.71,24.79
517YUB001,-121.0758,39.4043,561,2016,1564.41,9.2,16.2,23.2,3.49,23.43
517YUB001,-121.0758,39.4043,561,2017,1788.31,9.6,16.5,23.3,3.35,23.77
517YUB001,-121.0758,39.4043,561,2018,1108.62,8.9,16.3,23.7,3.62,24.54
517YUB001,-121.0758,39.4043,561,2019,1513.81,8.9,15.7,22.6,3.12,22.47
517YUB001,-121.0758,39.4043,561,2020,652.74,9.4,16.9,24.4,4.29,26.41
517YUB001,-121.0758,39.4043,561,2021,1145.22,8.6,16.1,23.5,3.80,25.46
517YUB001,-121.0758,39.4043,561,2022,846.80,8.2,16.0,23.8,3.91,26.16
517YUB001,-121.0758,39.4043,561,2023,1209.20,7.3,14.5,21.8,2.07,20.50
517YUB001,-121.0758,39.4043,561,2024,1340.21,8.3,15.3,22.3,1.94,21.27

516NEV901,-121.0473,39.3277,569,2010,1736.58,8.1,14.8,21.6,2.82,20.83
516NEV901,-121.0473,39.3277,569,2011,1082.53,7.5,14.4,21.3,2.82,20.31
516NEV901,-121.0473,39.3277,569,2012,1668.84,8.4,15.6,22.7,3.77,23.46
516NEV901,-121.0473,39.3277,569,2013,370.06,8.6,16.0,23.5,4.16,24.31
516NEV901,-121.0473,39.3277,569,2014,1276.45,9.9,16.9,24.0,4.16,24.74
516NEV901,-121.0473,39.3277,569,2015,662.39,9.4,16.7,24.0,4.15,24.66
516NEV901,-121.0473,39.3277,569,2016,1604.22,9.1,16.1,23.1,3.85,23.55
516NEV901,-121.0473,39.3277,569,2017,1897.30,9.3,16.4,23.4,3.47,24.19
516NEV901,-121.0473,39.3277,569,2018,1102.12,8.8,16.3,23.8,3.77,24.95
516NEV901,-121.0473,39.3277,569,2019,1601.52,8.7,15.6,22.6,3.14,22.47
516NEV901,-121.0473,39.3277,569,2020,687.58,9.3,16.9,24.4,4.48,26.70
516NEV901,-121.0473,39.3277,569,2021,1157.72,8.9,16.4,23.8,3.78,26.35
516NEV901,-121.0473,39.3277,569,2022,858.11,8.5,16.2,24.0,4.24,26.93
516NEV901,-121.0473,39.3277,569,2023,1255.47,8.0,14.9,21.9,2.78,21.10
516NEV901,-121.0473,39.3277,569,2024,1416.03,8.6,15.6,22.5,2.96,22.34

517NEV114,-121.0800,39.3031,437,2010,1487.98,9.3,15.9,22.5,3.15,22.10
517NEV114,-121.0800,39.3031,437,2011,928.34,8.7,15.4,22.1,3.15,21.21
517NEV114,-121.0800,39.3031,437,2012,1467.26,9.5,16.5,23.5,4.04,24.57
517NEV114,-121.0800,39.3031,437,2013,325.75,9.1,16.7,24.2,4.05,25.49
517NEV114,-121.0800,39.3031,437,2014,1162.83,11.0,17.9,24.8,4.54,26.05
517NEV114,-121.0800,39.3031,437,2015,576.64,10.5,17.6,24.7,4.49,25.84
517NEV114,-121.0800,39.3031,437,2016,1430.12,10.3,17.1,24.0,4.05,24.82
517NEV114,-121.0800,39.3031,437,2017,1662.90,10.5,17.4,24.3,3.93,25.73
517NEV114,-121.0800,39.3031,437,2018,1026.56,9.9,17.3,24.7,4.15,26.27
517NEV114,-121.0800,39.3031,437,2019,1434.50,9.9,16.7,23.6,3.55,23.92
517NEV114,-121.0800,39.3031,437,2020,624.72,10.5,17.9,25.4,4.89,28.27
517NEV114,-121.0800,39.3031,437,2021,1052.74,10.1,17.5,24.9,4.26,28.18
517NEV114,-121.0800,39.3031,437,2022,774.72,9.6,17.4,25.2,4.69,29.11
517NEV114,-121.0800,39.3031,437,2023,1138.05,8.9,15.9,22.9,2.97,22.73
517NEV114,-121.0800,39.3031,437,2024,1251.56,9.9,16.7,23.4,3.83,24.84

516NEV900,-121.1978,39.2927,205,2010,1178.36,9.8,16.4,23.1,2.54,22.17
516NEV900,-121.1978,39.2927,205,2011,689.45,9.1,15.9,22.8,2.45,21.63
516NEV900,-121.1978,39.2927,205,2012,1139.93,9.8,17.0,24.1,3.26,24.59
516NEV900,-121.1978,39.2927,205,2013,248.77,8.7,16.7,24.8,2.78,25.92
516NEV900,-121.1978,39.2927,205,2014,984.87,11.2,18.3,25.5,3.57,26.55
516NEV900,-121.1978,39.2927,205,2015,462.09,10.7,18.0,25.2,3.59,26.13
516NEV900,-121.1978,39.2927,205,2016,1144.58,10.6,17.6,24.5,3.27,24.96
516NEV900,-121.1978,39.2927,205,2017,1294.18,11.0,17.9,24.7,3.44,25.72
516NEV900,-121.1978,39.2927,205,2018,892.23,9.9,17.3,24.8,3.18,25.36
516NEV900,-121.1978,39.2927,205,2019,1152.97,10.4,17.3,24.2,3.01,24.58
516NEV900,-121.1978,39.2927,205,2020,513.39,10.5,18.0,25.6,3.87,27.91
516NEV900,-121.1978,39.2927,205,2021,907.12,10.4,17.9,25.4,3.89,28.75
516NEV900,-121.1978,39.2927,205,2022,644.70,10.1,17.9,25.7,4.37,29.54
516NEV900,-121.1978,39.2927,205,2023,937.89,10.2,16.7,23.1,3.40,22.83
516NEV900,-121.1978,39.2927,205,2024,1105.45,10.9,17.0,23.1,3.81,22.08

517NEV103,-121.1629,39.2120,441,2010,1365.42,8.9,15.0,21.2,2.58,18.44
517NEV103,-121.1629,39.2120,441,2011,897.53,8.3,14.8,21.2,2.57,18.61
517NEV103,-121.1629,39.2120,441,2012,1385.60,9.2,15.8,22.5,3.45,21.33
517NEV103,-121.1629,39.2120,441,2013,299.58,9.0,16.1,23.2,3.59,22.38
517NEV103,-121.1629,39.2120,441,2014,1069.31,10.6,17.2,23.8,3.84,22.65
517NEV103,-121.1629,39.2120,441,2015,543.96,10.1,16.9,23.6,3.74,22.47
517NEV103,-121.1629,39.2120,441,2016,1331.30,9.9,16.4,22.8,3.54,20.99
517NEV103,-121.1629,39.2120,441,2017,1560.40,10.2,16.6,22.9,3.27,21.15
517NEV103,-121.1629,39.2120,441,2018,1003.50,9.5,16.4,23.2,3.65,22.18
517NEV103,-121.1629,39.2120,441,2019,1357.28,9.5,15.8,22.2,3.14,20.41
517NEV103,-121.1629,39.2120,441,2020,589.05,10.1,16.9,23.7,4.55,23.82
517NEV103,-121.1629,39.2120,441,2021,1027.90,9.9,16.5,23.2,3.99,23.46
517NEV103,-121.1629,39.2120,441,2022,721.41,9.9,16.6,23.4,4.68,23.97
517NEV103,-121.1629,39.2120,441,2023,1074.42,8.9,15.2,21.5,2.87,19.11
517NEV103,-121.1629,39.2120,441,2024,1184.91,9.8,16.1,22.4,3.53,21.09

517NEV107,-121.2151,39.2170,435,2010,1293.25,9.3,15.2,21.2,2.76,17.81
517NEV107,-121.2151,39.2170,435,2011,852.32,8.8,15.0,21.1,2.71,17.94
517NEV107,-121.2151,39.2170,435,2012,1307.96,9.7,16.1,22.5,3.69,20.74
517NEV107,-121.2151,39.2170,435,2013,272.96,9.5,16.3,23.1,3.78,21.66
517NEV107,-121.2151,39.2170,435,2014,1002.31,11.1,17.4,23.7,4.02,21.89
517NEV107,-121.2151,39.2170,435,2015,512.97,10.6,17.0,23.5,3.93,21.61
517NEV107,-121.2151,39.2170,435,2016,1242.18,10.3,16.5,22.7,3.56,20.20
517NEV107,-121.2151,39.2170,435,2017,1435.81,10.7,16.8,22.8,3.49,20.27
517NEV107,-121.2151,39.2170,435,2018,956.32,10.0,16.5,23.1,3.88,21.48
517NEV107,-121.2151,39.2170,435,2019,1284.13,9.9,16.0,22.1,3.45,19.85
517NEV107,-121.2151,39.2170,435,2020,529.35,10.5,17.0,23.5,4.78,22.91
517NEV107,-121.2151,39.2170,435,2021,963.26,9.8,16.4,23.0,4.00,22.95
517NEV107,-121.2151,39.2170,435,2022,675.81,10.1,16.7,23.3,4.95,23.46
517NEV107,-121.2151,39.2170,435,2023,1015.38,9.6,15.5,21.4,3.51,18.78
517NEV107,-121.2151,39.2170,435,2024,1151.61,10.9,16.6,22.3,4.41,20.61

526PS1900,-121.7169,41.0297,984,2010,1374.13,3.5,10.4,17.3,2.25,16.90
526PS1900,-121.7169,41.0297,984,2011,873.95,3.1,10.3,17.6,2.32,17.33
526PS1900,-121.7169,41.0297,984,2012,1356.29,3.7,11.2,18.8,2.68,19.76
526PS1900,-121.7169,41.0297,984,2013,340.37,3.4,11.4,19.3,2.67,20.09
526PS1900,-121.7169,41.0297,984,2014,1005.26,5.3,12.7,20.2,2.89,20.62
526PS1900,-121.7169,41.0297,984,2015,700.36,5.3,12.7,20.2,2.78,20.24
526PS1900,-121.7169,41.0297,984,2016,1437.27,4.5,11.7,19.0,2.21,18.55
526PS1900,-121.7169,41.0297,984,2017,1257.60,4.4,11.8,19.1,2.48,19.44
526PS1900,-121.7169,41.0297,984,2018,835.92,4.2,11.8,19.3,2.43,19.33
526PS1900,-121.7169,41.0297,984,2019,1263.65,3.8,11.0,18.2,2.02,17.33
526PS1900,-121.7169,41.0297,984,2020,590.74,4.4,12.2,20.0,2.77,21.00
526PS1900,-121.7169,41.0297,984,2021,806.20,4.9,12.3,19.7,2.78,21.07
526PS1900,-121.7169,41.0297,984,2022,599.84,4.8,12.2,19.7,3.12,20.77
526PS1900,-121.7169,41.0297,984,2023,1079.86,4.1,11.2,18.2,1.86,17.40
526PS1900,-121.7169,41.0297,984,2024,1384.30,4.9,11.7,18.6,1.86,17.75

526PS0321,-121.9257,41.0746,581,2010,2406.51,4.8,12.4,20.1,2.07,20.16
526PS0321,-121.9257,41.0746,581,2011,1420.88,4.1,12.3,20.4,1.83,20.94
526PS0321,-121.9257,41.0746,581,2012,2115.89,4.6,13.1,21.6,2.41,24.08
526PS0321,-121.9257,41.0746,581,2013,539.53,4.0,13.1,22.2,2.31,24.43
526PS0321,-121.9257,41.0746,581,2014,1763.36,5.9,14.3,22.8,2.60,24.77
526PS0321,-121.9257,41.0746,581,2015,1067.58,6.0,14.5,23.0,2.49,24.69
526PS0321,-121.9257,41.0746,581,2016,2486.31,5.5,13.5,21.5,2.21,22.61
526PS0321,-121.9257,41.0746,581,2017,2294.97,5.5,13.6,21.8,2.43,23.65
526PS0321,-121.9257,41.0746,581,2018,1251.73,5.1,13.6,22.2,2.50,23.70
526PS0321,-121.9257,41.0746,581,2019,2405.60,4.9,13.0,21.0,1.87,21.69
526PS0321,-121.9257,41.0746,581,2020,866.78,5.1,13.9,22.7,2.25,25.19
526PS0321,-121.9257,41.0746,581,2021,1351.97,5.2,13.8,22.5,2.25,26.16
526PS0321,-121.9257,41.0746,581,2022,849.45,5.0,13.9,22.7,2.35,26.14
526PS0321,-121.9257,41.0746,581,2023,1827.08,4.5,12.8,21.0,1.00,21.62
526PS0321,-121.9257,41.0746,581,2024,2270.33,5.9,13.5,21.0,1.47,21.68

514PS0799,-120.9045,38.8168,272,2010,1107.23,8.5,15.4,22.3,1.96,20.57
514PS0799,-120.9045,38.8168,272,2011,838.58,7.9,14.9,22.0,1.81,19.94
514PS0799,-120.9045,38.8168,272,2012,1071.84,8.5,15.9,23.3,2.68,22.15
514PS0799,-120.9045,38.8168,272,2013,258.36,8.2,16.1,24.0,2.81,23.88
514PS0799,-120.9045,38.8168,272,2014,913.61,10.0,17.3,24.6,3.04,24.31
514PS0799,-120.9045,38.8168,272,2015,476.97,9.4,16.8,24.2,2.97,23.76
514PS0799,-120.9045,38.8168,272,2016,1046.17,9.4,16.4,23.5,2.74,22.54
514PS0799,-120.9045,38.8168,272,2017,1293.93,9.6,16.6,23.5,2.70,22.72
514PS0799,-120.9045,38.8168,272,2018,818.21,8.7,16.3,23.8,2.69,23.21
514PS0799,-120.9045,38.8168,272,2019,1112.13,9.1,16.1,23.1,2.43,21.52
514PS0799,-120.9045,38.8168,272,2020,487.85,9.3,16.9,24.4,3.26,24.93
514PS0799,-120.9045,38.8168,272,2021,865.09,9.2,16.5,23.9,3.52,25.08
514PS0799,-120.9045,38.8168,272,2022,599.42,8.7,16.5,24.3,3.28,26.25
514PS0799,-120.9045,38.8168,272,2023,840.69,8.8,15.8,22.7,2.17,21.45
514PS0799,-120.9045,38.8168,272,2024,850.24,9.1,16.4,23.7,2.42,23.44

526PS0165,-121.5029,40.7795,1035,2010,737.19,0.9,9.2,17.5,1.47,17.49
526PS0165,-121.5029,40.7795,1035,2011,569.24,-0.2,8.8,17.8,1.34,18.07
526PS0165,-121.5029,40.7795,1035,2012,754.99,0.5,9.8,19.0,1.71,20.83
526PS0165,-121.5029,40.7795,1035,2013,222.97,-0.6,9.2,19.0,1.58,20.47
526PS0165,-121.5029,40.7795,1035,2014,625.65,1.7,11.1,20.4,1.64,21.47
526PS0165,-121.5029,40.7795,1035,2015,484.01,1.6,11.0,20.4,1.49,21.11
526PS0165,-121.5029,40.7795,1035,2016,817.90,1.6,10.4,19.1,1.37,19.28
526PS0165,-121.5029,40.7795,1035,2017,652.37,1.4,10.3,19.3,1.35,20.02
526PS0165,-121.5029,40.7795,1035,2018,602.09,0.5,10.0,19.5,1.25,20.01
526PS0165,-121.5029,40.7795,1035,2019,817.65,0.6,9.5,18.3,0.88,17.95
526PS0165,-121.5029,40.7795,1035,2020,418.96,0.6,10.4,20.1,1.45,21.55
526PS0165,-121.5029,40.7795,1035,2021,580.60,0.3,10.1,20.0,0.83,22.19
526PS0165,-121.5029,40.7795,1035,2022,436.73,0.2,10.0,19.7,1.14,21.55
526PS0165,-121.5029,40.7795,1035,2023,703.07,1.1,9.7,18.3,0.95,18.23
526PS0165,-121.5029,40.7795,1035,2024,889.27,3.1,11.0,18.9,1.65,18.73

526PS1724,-121.5364,40.8511,1003,2010,636.52,0.9,9.3,17.7,1.71,18.03
526PS1724,-121.5364,40.8511,1003,2011,525.78,-0.3,8.9,18.1,1.54,18.68
526PS1724,-121.5364,40.8511,1003,2012,739.69,0.5,9.9,19.3,1.93,21.29
526PS1724,-121.5364,40.8511,1003,2013,191.49,-0.7,9.3,19.3,1.78,20.88
526PS1724,-121.5364,40.8511,1003,2014,528.37,1.5,11.1,20.8,1.81,22.05
526PS1724,-121.5364,40.8511,1003,2015,464.14,1.5,11.2,20.8,1.66,21.65
526PS1724,-121.5364,40.8511,1003,2016,711.44,1.3,10.4,19.5,1.49,19.90
526PS1724,-121.5364,40.8511,1003,2017,601.23,1.0,10.4,19.8,1.54,20.72
526PS1724,-121.5364,40.8511,1003,2018,566.02,0.3,10.1,19.9,1.42,20.56
526PS1724,-121.5364,40.8511,1003,2019,750.41,0.4,9.5,18.7,1.02,18.48
526PS1724,-121.5364,40.8511,1003,2020,395.20,0.5,10.5,20.5,1.69,22.11
526PS1724,-121.5364,40.8511,1003,2021,540.24,0.3,10.3,20.3,0.89,22.91
526PS1724,-121.5364,40.8511,1003,2022,404.56,0.1,10.1,20.1,1.12,22.25
526PS1724,-121.5364,40.8511,1003,2023,624.41,0.9,9.8,18.8,0.91,18.91
526PS1724,-121.5364,40.8511,1003,2024,785.33,2.7,11.0,19.3,1.44,19.56

504PS0727,-121.7395,39.7841,178,2010,1335.62,9.1,16.2,23.2,2.49,22.94
504PS0727,-121.7395,39.7841,178,2011,886.58,8.4,15.9,23.4,2.66,23.75
504PS0727,-121.7395,39.7841,178,2012,1196.02,9.2,16.8,24.5,3.49,26.36
504PS0727,-121.7395,39.7841,178,2013,278.34,8.6,16.9,25.3,3.47,27.65
504PS0727,-121.7395,39.7841,178,2014,1073.85,10.6,18.2,25.8,3.75,28.19
504PS0727,-121.7395,39.7841,178,2015,470.85,10.1,17.9,25.7,3.47,27.84
504PS0727,-121.7395,39.7841,178,2016,1388.61,10.3,17.4,24.4,3.38,25.36
504PS0727,-121.7395,39.7841,178,2017,1196.15,10.3,17.5,24.8,3.43,26.49
504PS0727,-121.7395,39.7841,178,2018,777.28,9.5,17.1,24.8,3.63,26.33
504PS0727,-121.7395,39.7841,178,2019,1297.34,9.8,17.0,24.1,3.21,25.66
504PS0727,-121.7395,39.7841,178,2020,412.87,10.1,17.9,25.6,4.27,28.93
504PS0727,-121.7395,39.7841,178,2021,846.90,10.6,17.9,25.2,4.49,29.01
504PS0727,-121.7395,39.7841,178,2022,572.08,10.4,18.1,25.9,5.31,31.16
504PS0727,-121.7395,39.7841,178,2023,1021.91,10.9,17.2,23.5,4.39,24.41
504PS0727,-121.7395,39.7841,178,2024,1299.93,12.0,17.9,23.9,5.36,24.14

520PS0846,-121.6402,39.5505,50,2010,953.57,9.7,16.1,22.5,2.22,20.19
520PS0846,-121.6402,39.5505,50,2011,657.27,9.0,15.6,22.3,1.89,20.01
520PS0846,-121.6402,39.5505,50,2012,872.80,9.7,16.6,23.6,2.63,22.85
520PS0846,-121.6402,39.5505,50,2013,217.63,9.2,16.7,24.3,2.85,24.20
520PS0846,-121.6402,39.5505,50,2014,755.27,11.0,18.1,25.2,3.13,25.70
520PS0846,-121.6402,39.5505,50,2015,319.03,10.6,17.7,24.9,2.95,24.77
520PS0846,-121.6402,39.5505,50,2016,932.21,10.6,17.4,24.1,2.65,22.97
520PS0846,-121.6402,39.5505,50,2017,923.25,10.9,17.6,24.3,3.11,24.05
520PS0846,-121.6402,39.5505,50,2018,639.84,9.8,17.1,24.4,2.59,23.81
520PS0846,-121.6402,39.5505,50,2019,1041.74,10.3,17.0,23.7,2.69,22.76
520PS0846,-121.6402,39.5505,50,2020,286.55,10.5,17.9,25.4,3.40,26.45
520PS0846,-121.6402,39.5505,50,2021,629.64,10.7,17.8,25.0,3.49,26.46
520PS0846,-121.6402,39.5505,50,2022,412.70,10.2,17.8,25.5,3.57,27.83
520PS0846,-121.6402,39.5505,50,2023,726.85,10.2,16.9,23.5,2.64,22.33
520PS0846,-121.6402,39.5505,50,2024,872.49,11.4,17.8,24.3,3.51,23.84

526PRFALR,-121.4351,40.9980,1004,2010,522.43,1.7,9.4,17.1,1.65,16.86
526PRFALR,-121.4351,40.9980,1004,2011,428.75,0.6,9.1,17.5,1.56,17.58
526PRFALR,-121.4351,40.9980,1004,2012,536.32,1.0,9.9,18.7,1.80,20.01
526PRFALR,-121.4351,40.9980,1004,2013,235.10,0.2,9.5,18.8,1.79,19.81
526PRFALR,-121.4351,40.9980,1004,2014,468.32,2.4,11.2,20.1,1.88,20.64
526PRFALR,-121.4351,40.9980,1004,2015,403.68,2.2,11.2,20.1,1.56,20.34
526PRFALR,-121.4351,40.9980,1004,2016,595.02,2.3,10.6,18.9,1.39,18.45
526PRFALR,-121.4351,40.9980,1004,2017,604.17,1.9,10.4,18.9,1.34,18.55
526PRFALR,-121.4351,40.9980,1004,2018,515.86,1.3,10.2,19.2,1.20,18.71
526PRFALR,-121.4351,40.9980,1004,2019,637.41,1.5,9.7,17.9,0.95,16.68
526PRFALR,-121.4351,40.9980,1004,2020,311.10,1.4,10.6,19.7,1.43,20.47
526PRFALR,-121.4351,40.9980,1004,2021,399.61,1.4,10.5,19.6,1.13,20.74
526PRFALR,-121.4351,40.9980,1004,2022,340.32,0.9,10.3,19.8,1.17,20.89
526PRFALR,-121.4351,40.9980,1004,2023,467.78,1.8,10.1,18.4,1.06,17.96
526PRFALR,-121.4351,40.9980,1004,2024,669.99,3.6,11.4,19.2,1.76,19.68

514PS0206,-120.8025,39.2021,1125,2010,2137.64,7.7,12.6,17.5,4.22,15.72
514PS0206,-120.8025,39.2021,1125,2011,1377.81,7.7,12.9,18.0,4.43,16.06
514PS0206,-120.8025,39.2021,1125,2012,2092.14,8.8,14.0,19.2,5.83,18.58
514PS0206,-120.8025,39.2021,1125,2013,490.53,9.0,14.4,19.9,5.70,18.67
514PS0206,-120.8025,39.2021,1125,2014,1532.59,10.4,15.2,20.1,6.05,18.57
514PS0206,-120.8025,39.2021,1125,2015,902.98,10.1,15.2,20.2,5.91,18.66
514PS0206,-120.8025,39.2021,1125,2016,1997.31,9.4,14.3,19.1,5.47,17.59
514PS0206,-120.8025,39.2021,1125,2017,2373.06,9.4,14.4,19.3,5.71,17.94
514PS0206,-120.8025,39.2021,1125,2018,1335.11,9.8,14.8,19.9,5.98,18.62
514PS0206,-120.8025,39.2021,1125,2019,1991.75,8.9,13.6,18.3,4.77,15.85
514PS0206,-120.8025,39.2021,1125,2020,835.26,10.2,15.4,20.6,6.46,19.80
514PS0206,-120.8025,39.2021,1125,2021,1435.70,10.0,15.0,20.0,6.26,20.12
514PS0206,-120.8025,39.2021,1125,2022,1076.81,9.8,15.0,20.2,6.58,19.56
514PS0206,-120.8025,39.2021,1125,2023,1584.38,8.0,13.0,18.0,4.08,15.50
514PS0206,-120.8025,39.2021,1125,2024,1664.58,9.0,14.1,19.2,4.89,17.79

514PS0131,-120.2293,38.7047,1795,2010,1574.71,2.7,9.1,15.5,2.27,13.56
514PS0131,-120.2293,38.7047,1795,2011,1077.82,3.0,9.2,15.3,2.22,14.04
514PS0131,-120.2293,38.7047,1795,2012,1176.84,3.6,10.3,16.9,2.77,16.04
514PS0131,-120.2293,38.7047,1795,2013,429.44,2.9,10.0,17.0,3.04,16.84
514PS0131,-120.2293,38.7047,1795,2014,936.01,4.2,10.9,17.5,3.23,16.14
514PS0131,-120.2293,38.7047,1795,2015,805.97,3.8,10.4,17.0,3.37,15.42
514PS0131,-120.2293,38.7047,1795,2016,1253.75,3.3,9.9,16.4,3.20,14.92
514PS0131,-120.2293,38.7047,1795,2017,1902.76,3.5,9.8,16.1,3.16,14.90
514PS0131,-120.2293,38.7047,1795,2018,880.66,3.4,10.1,16.9,3.50,15.74
514PS0131,-120.2293,38.7047,1795,2019,1502.20,2.6,8.8,14.9,2.81,13.06
514PS0131,-120.2293,38.7047,1795,2020,585.51,3.7,10.5,17.2,3.44,16.21
514PS0131,-120.2293,38.7047,1795,2021,1266.73,4.6,10.7,16.8,3.52,16.12
514PS0131,-120.2293,38.7047,1795,2022,1083.98,4.9,10.6,16.3,3.90,15.31
514PS0131,-120.2293,38.7047,1795,2023,1827.88,4.1,9.4,14.7,2.46,12.64
514PS0131,-120.2293,38.7047,1795,2024,1251.87,5.2,10.5,15.9,3.33,14.48

521PS0663,-121.6764,39.7588,159,2010,1365.15,9.1,16.1,23.1,2.40,22.73
521PS0663,-121.6764,39.7588,159,2011,903.29,8.4,15.8,23.3,2.65,23.66
521PS0663,-121.6764,39.7588,159,2012,1176.67,9.1,16.8,24.5,3.43,26.32
521PS0663,-121.6764,39.7588,159,2013,289.45,8.5,16.9,25.2,3.50,27.65
521PS0663,-121.6764,39.7588,159,2014,1121.06,10.4,18.1,25.8,3.61,28.47
521PS0663,-121.6764,39.7588,159,2015,476.34,10.0,17.8,25.7,3.35,27.94
521PS0663,-121.6764,39.7588,159,2016,1527.95,10.1,17.3,24.4,3.14,25.44
521PS0663,-121.6764,39.7588,159,2017,1212.39,10.2,17.5,24.8,3.44,26.58
521PS0663,-121.6764,39.7588,159,2018,808.90,9.5,17.1,24.8,3.54,26.42
521PS0663,-121.6764,39.7588,159,2019,1350.71,9.7,16.9,24.2,3.08,25.64
521PS0663,-121.6764,39.7588,159,2020,430.93,9.9,17.8,25.6,3.99,28.93
521PS0663,-121.6764,39.7588,159,2021,920.83,10.2,17.8,25.4,3.95,29.33
521PS0663,-121.6764,39.7588,159,2022,591.85,10.1,18.0,26.0,4.65,31.01
521PS0663,-121.6764,39.7588,159,2023,1037.24,10.5,17.1,23.8,3.81,24.39
521PS0663,-121.6764,39.7588,159,2024,1347.50,11.6,18.0,24.4,4.53,24.89

516PS0543,-121.1108,39.0977,470,2010,1339.88,8.4,14.6,20.9,2.43,18.16
516PS0543,-121.1108,39.0977,470,2011,902.17,8.0,14.5,20.9,2.42,18.25
