Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
WCCA Site 2,-121.0263,39.2245,801,2013,424.50,7.3,14.2,21.1,3.96,19.91
WCCA Site 2,-121.0263,39.2245,801,2014,1413.40,9.5,15.5,21.5,4.74,20.34
WCCA Site 2,-121.0263,39.2245,801,2015,786.94,8.8,15.2,21.5,4.41,20.43
WCCA Site 2,-121.0263,39.2245,801,2016,1798.32,7.7,14.2,20.7,3.81,19.19
WCCA Site 2,-121.0263,39.2245,801,2017,2109.04,8.1,14.5,20.8,2.98,18.82
WCCA Site 2,-121.0263,39.2245,801,2018,1211.35,7.9,14.6,21.2,3.50,20.05
WCCA Site 2,-121.0263,39.2245,801,2019,1738.66,7.3,13.6,19.8,2.64,17.46
WCCA Site 2,-121.0263,39.2245,801,2020,751.54,8.4,15.0,21.7,4.30,21.30
WCCA Site 2,-121.0263,39.2245,801,2021,1240.86,8.5,15.1,21.7,4.35,22.61
WCCA Site 2,-121.0263,39.2245,801,2022,903.27,8.5,15.2,21.9,4.96,22.68
WCCA Site 2,-121.0263,39.2245,801,2023,1350.09,8.1,13.9,19.6,3.94,17.43
WCCA Site 2,-121.0263,39.2245,801,2024,1525.74,9.0,14.9,20.8,4.44,19.73
,,,,,,,,,,
WCCA Site 3,-121.0348,39.2245,789,2010,1963.63,6.6,12.7,18.8,2.06,16.00
WCCA Site 3,-121.0348,39.2245,789,2011,1271.49,6.4,12.7,18.9,2.37,16.19
WCCA Site 3,-121.0348,39.2245,789,2012,1916.28,7.4,13.9,20.4,3.40,19.07
WCCA Site 3,-121.0348,39.2245,789,2013,420.28,7.1,14.1,21.0,3.78,19.74
WCCA Site 3,-121.0348,39.2245,789,2014,1393.81,9.3,15.4,21.4,4.44,20.13
WCCA Site 3,-121.0348,39.2245,789,2015,770.09,8.6,15.0,21.5,4.07,20.22
WCCA Site 3,-121.0348,39.2245,789,2016,1773.95,7.6,14.1,20.7,3.65,18.96
WCCA Site 3,-121.0348,39.2245,789,2017,2110.78,8.0,14.4,20.7,2.88,18.56
WCCA Site 3,-121.0348,39.2245,789,2018,1215.01,7.8,14.5,21.2,3.38,19.83
WCCA Site 3,-121.0348,39.2245,789,2019,1753.77,7.2,13.5,19.8,2.50,17.24
WCCA Site 3,-121.0348,39.2245,789,2020,756.69,8.2,14.9,21.6,4.17,21.00
WCCA Site 3,-121.0348,39.2245,789,2021,1241.06,8.3,15.0,21.6,4.23,22.37
WCCA Site 3,-121.0348,39.2245,789,2022,912.51,8.4,15.1,21.8,4.77,22.42
WCCA Site 3,-121.0348,39.2245,789,2023,1355.48,8.1,13.9,19.6,3.82,17.33
WCCA Site 3,-121.0348,39.2245,789,2024,1526.85,9.0,14.8,20.7,4.32,19.32
,,,,,,,,,,
WCCA Site 3.,-121.0348,39.2245,789,2010,1963.63,6.6,12.7,18.8,2.06,16.00
WCCA Site 3.,-121.0348,39.2245,789,2011,1271.49,6.4,12.7,18.9,2.37,16.19
WCCA Site 3.,-121.0348,39.2245,789,2012,1916.28,7.4,13.9,20.4,3.40,19.07
WCCA Site 3.,-121.0348,39.2245,789,2013,420.28,7.1,14.1,21.0,3.78,19.74
WCCA Site 3.,-121.0348,39.2245,789,2014,1393.81,9.3,15.4,21.4,4.44,20.13
WCCA Site 3.,-121.0348,39.2245,789,2015,770.09,8.6,15.0,21.5,4.07,20.22
WCCA Site 3.,-121.0348,39.2245,789,2016,1773.95,7.6,14.1,20.7,3.65,18.96
WCCA Site 3.,-121.0348,39.2245,789,2017,2110.78,8.0,14.4,20.7,2.88,18.56
WCCA Site 3.,-121.0348,39.2245,789,2018,1215.01,7.8,14.5,21.2,3.38,19.83
WCCA Site 3.,-121.0348,39.2245,789,2019,1753.77,7.2,13.5,19.8,2.50,17.24
WCCA Site 3.,-121.0348,39.2245,789,2020,756.69,8.2,14.9,21.6,4.17,21.00
WCCA Site 3.,-121.0348,39.2245,789,2021,1241.06,8.3,15.0,21.6,4.23,22.37
WCCA Site 3.,-121.0348,39.2245,789,2022,912.51,8.4,15.1,21.8,4.77,22.42
WCCA Site 3.,-121.0348,39.2245,789,2023,1355.48,8.1,13.9,19.6,3.82,17.33
WCCA Site 3.,-121.0348,39.2245,789,2024,1526.85,9.0,14.8,20.7,4.32,19.32
,,,,,,,,,,
WCCA Site 4,-121.0453,39.2230,790,2010,1931.20,6.6,12.7,18.8,2.07,15.95
WCCA Site 4,-121.0453,39.2230,790,2011,1255.43,6.4,12.7,19.0,2.33,16.15
WCCA Site 4,-121.0453,39.2230,790,2012,1879.40,7.4,13.9,20.4,3.39,19.03
WCCA Site 4,-121.0453,39.2230,790,2013,418.26,7.1,14.1,21.1,3.69,19.72
WCCA Site 4,-121.0453,39.2230,790,2014,1377.67,9.2,15.3,21.5,4.28,20.10
WCCA Site 4,-121.0453,39.2230,790,2015,756.37,8.5,15.0,21.5,3.98,20.20
WCCA Site 4,-121.0453,39.2230,790,2016,1754.40,7.6,14.1,20.7,3.60,18.91
WCCA Site 4,-121.0453,39.2230,790,2017,2108.91,8.1,14.4,20.7,2.87,18.50
WCCA Site 4,-121.0453,39.2230,790,2018,1215.58,7.8,14.5,21.1,3.34,19.72
WCCA Site 4,-121.0453,39.2230,790,2019,1751.07,7.2,13.5,19.7,2.50,17.18
WCCA Site 4,-121.0453,39.2230,790,2020,760.25,8.2,14.9,21.6,4.15,20.97
WCCA Site 4,-121.0453,39.2230,790,2021,1242.31,8.3,15.0,21.6,4.12,22.21
WCCA Site 4,-121.0453,39.2230,790,2022,918.09,8.4,15.1,21.8,4.71,22.23
WCCA Site 4,-121.0453,39.2230,790,2023,1353.91,8.3,14.0,19.7,3.91,17.36
WCCA Site 4,-121.0453,39.2230,790,2024,1520.71,9.1,14.9,20.8,4.36,19.36
,,,,,,,,,,
WCCA Site 5,-121.0497,39.2226,780,2010,1907.72,6.7,12.7,18.8,2.10,15.93
WCCA Site 5,-121.0497,39.2226,780,2011,1245.96,6.4,12.7,19.0,2.34,16.13
WCCA Site 5,-121.0497,39.2226,780,2012,1867.99,7.4,13.9,20.4,3.34,18.99
WCCA Site 5,-121.0497,39.2226,780,2013,419.42,7.0,14.1,21.1,3.65,19.76
WCCA Site 5,-121.0497,39.2226,780,2014,1375.68,9.1,15.3,21.5,4.12,20.09
WCCA Site 5,-121.0497,39.2226,780,2015,750.38,8.5,15.0,21.6,3.88,20.20
WCCA Site 5,-121.0497,39.2226,780,2016,1756.54,7.6,14.2,20.7,3.56,18.89
WCCA Site 5,-121.0497,39.2226,780,2017,2116.19,8.0,14.4,20.7,2.87,18.49
WCCA Site 5,-121.0497,39.2226,780,2018,1222.37,7.7,14.4,21.2,3.29,19.68
WCCA Site 5,-121.0497,39.2226,780,2019,1754.37,7.2,13.5,19.8,2.51,17.18
WCCA Site 5,-121.0497,39.2226,780,2020,756.29,8.2,14.9,21.7,4.08,21.00
WCCA Site 5,-121.0497,39.2226,780,2021,1233.61,8.3,15.0,21.6,4.07,22.15
WCCA Site 5,-121.0497,39.2226,780,2022,915.72,8.4,15.1,21.8,4.62,22.11
WCCA Site 5,-121.0497,39.2226,780,2023,1354.88,8.4,14.1,19.8,3.93,17.44
WCCA Site 5,-121.0497,39.2226,780,2024,1517.37,9.3,15.1,20.9,4.44,19.65
,,,,,,,,,,
WCCA Site 6,-121.0343,39.2151,811,2010,1957.21,6.5,12.6,18.7,2.03,15.80
WCCA Site 6,-121.0343,39.2151,811,2011,1260.44,6.4,12.6,18.9,2.34,16.00
WCCA Site 6,-121.0343,39.2151,811,2012,1923.32,7.5,13.9,20.3,3.40,18.86
WCCA Site 6,-121.0343,39.2151,811,2013,424.42,7.2,14.1,21.0,3.79,19.57
WCCA Site 6,-121.0343,39.2151,811,2014,1404.94,9.3,15.3,21.3,4.41,19.96
WCCA Site 6,-121.0343,39.2151,811,2015,773.52,8.6,15.0,21.4,4.08,20.06
WCCA Site 6,-121.0343,39.2151,811,2016,1781.01,7.6,14.1,20.6,3.68,18.78
WCCA Site 6,-121.0343,39.2151,811,2017,2117.67,8.1,14.3,20.6,2.87,18.32
WCCA Site 6,-121.0343,39.2151,811,2018,1220.77,7.8,14.4,21.0,3.35,19.56
WCCA Site 6,-121.0343,39.2151,811,2019,1755.96,7.2,13.4,19.6,2.55,17.02
WCCA Site 6,-121.0343,39.2151,811,2020,757.40,8.3,14.9,21.5,4.20,20.74
WCCA Site 6,-121.0343,39.2151,811,2021,1252.63,8.4,15.0,21.5,4.21,22.14
WCCA Site 6,-121.0343,39.2151,811,2022,910.32,8.4,15.0,21.7,4.77,22.08
WCCA Site 6,-121.0343,39.2151,811,2023,1358.83,8.0,13.7,19.5,3.67,17.05
WCCA Site 6,-121.0343,39.2151,811,2024,1521.60,8.9,14.8,20.6,4.20,19.22
,,,,,,,,,,
WCCA Site 6.,-121.0120,39.2065,867,2010,2006.74,6.6,12.5,18.4,2.20,15.49
WCCA Site 6.,-121.0120,39.2065,867,2011,1277.15,6.6,12.6,18.6,2.54,15.75
WCCA Site 6.,-121.0120,39.2065,867,2012,1958.87,7.9,13.9,20.0,3.72,18.57
WCCA Site 6.,-121.0120,39.2065,867,2013,429.25,7.7,14.1,20.6,4.20,19.10
WCCA Site 6.,-121.0120,39.2065,867,2014,1435.16,10.0,15.5,21.0,5.15,19.51
WCCA Site 6.,-121.0120,39.2065,867,2015,813.89,9.3,15.2,21.1,4.85,19.67
WCCA Site 6.,-121.0120,39.2065,867,2016,1802.43,7.9,14.1,20.3,4.01,18.47
WCCA Site 6.,-121.0120,39.2065,867,2017,2128.21,8.5,14.4,20.3,3.16,18.03
WCCA Site 6.,-121.0120,39.2065,867,2018,1219.42,8.2,14.5,20.7,3.65,19.27
WCCA Site 6.,-121.0120,39.2065,867,2019,1745.55,7.6,13.5,19.3,2.94,16.69
WCCA Site 6.,-121.0120,39.2065,867,2020,752.26,8.7,14.9,21.1,4.48,20.30
WCCA Site 6.,-121.0120,39.2065,867,2021,1248.55,9.1,15.2,21.3,4.67,22.12
WCCA Site 6.,-121.0120,39.2065,867,2022,908.03,9.0,15.3,21.6,5.37,22.12
WCCA Site 6.,-121.0120,39.2065,867,2023,1360.70,8.6,13.8,19.1,4.30,16.69
WCCA Site 6.,-121.0120,39.2065,867,2024,1526.67,9.9,15.1,20.3,5.43,19.04
,,,,,,,,,,
WCCA Site 7,-121.0602,39.2184,740,2010,1905.04,6.6,12.8,19.1,1.97,16.18
WCCA Site 7,-121.0602,39.2184,740,2011,1234.54,6.2,12.7,19.2,2.17,16.37
WCCA Site 7,-121.0602,39.2184,740,2012,1891.00,7.2,13.9,20.6,3.09,19.18
WCCA Site 7,-121.0602,39.2184,740,2013,425.67,6.7,14.0,21.3,3.31,20.08
WCCA Site 7,-121.0602,39.2184,740,2014,1388.72,8.9,15.3,21.7,3.81,20.37
WCCA Site 7,-121.0602,39.2184,740,2015,756.87,8.1,15.0,21.8,3.54,20.50
WCCA Site 7,-121.0602,39.2184,740,2016,1780.11,7.4,14.2,20.9,3.32,19.15
WCCA Site 7,-121.0602,39.2184,740,2017,2130.53,7.8,14.4,20.9,2.66,18.73
WCCA Site 7,-121.0602,39.2184,740,2018,1235.61,7.4,14.4,21.3,3.03,19.90
WCCA Site 7,-121.0602,39.2184,740,2019,1747.92,7.0,13.5,20.0,2.27,17.46
WCCA Site 7,-121.0602,39.2184,740,2020,752.70,7.9,14.9,21.9,3.90,21.28
WCCA Site 7,-121.0602,39.2184,740,2021,1250.22,7.9,14.9,21.8,3.80,22.37
WCCA Site 7,-121.0602,39.2184,740,2022,927.48,7.9,14.9,21.8,4.18,22.12
WCCA Site 7,-121.0602,39.2184,740,2023,1380.67,8.0,14.0,20.0,3.51,17.71
WCCA Site 7,-121.0602,39.2184,740,2024,1530.98,8.8,15.0,21.2,3.94,20.19
,,,,,,,,,,
WCCA Site 8,-121.0696,39.2079,734,2010,1838.17,6.5,12.8,19.1,1.87,16.08
WCCA Site 8,-121.0696,39.2079,734,2011,1181.90,6.1,12.6,19.2,2.05,16.29
WCCA Site 8,-121.0696,39.2079,734,2012,1891.33,7.0,13.8,20.6,2.92,19.07
WCCA Site 8,-121.0696,39.2079,734,2013,415.87,6.6,14.0,21.4,3.13,20.03
WCCA Site 8,-121.0696,39.2079,734,2014,1372.33,8.6,15.2,21.8,3.50,20.28
WCCA Site 8,-121.0696,39.2079,734,2015,758.32,7.9,14.9,21.9,3.20,20.43
WCCA Site 8,-121.0696,39.2079,734,2016,1746.78,7.3,14.1,20.9,3.13,19.08
WCCA Site 8,-121.0696,39.2079,734,2017,2063.40,7.7,14.3,20.9,2.57,18.64
WCCA Site 8,-121.0696,39.2079,734,2018,1218.11,7.2,14.2,21.3,2.87,19.73
WCCA Site 8,-121.0696,39.2079,734,2019,1719.37,6.8,13.4,20.0,2.17,17.39
WCCA Site 8,-121.0696,39.2079,734,2020,761.74,7.7,14.8,21.9,3.80,21.23
WCCA Site 8,-121.0696,39.2079,734,2021,1259.65,7.7,14.8,21.8,3.64,22.19
WCCA Site 8,-121.0696,39.2079,734,2022,937.01,7.6,14.7,21.7,3.82,21.76
WCCA Site 8,-121.0696,39.2079,734,2023,1348.29,7.6,13.8,20.0,3.03,17.70
WCCA Site 8,-121.0696,39.2079,734,2024,1520.73,8.5,14.9,21.2,3.50,19.93
,,,,,,,,,,
WCCA Site 9,-121.3186,39.1914,287,2010,1060.66,10.4,16.1,21.8,2.65,17.95
WCCA Site 9,-121.3186,39.1914,287,2011,705.24,9.8,15.8,21.8,2.44,17.99
WCCA Site 9,-121.3186,39.1914,287,2012,1086.91,10.6,16.8,22.9,3.49,20.59
WCCA Site 9,-121.3186,39.1914,287,2013,226.38,10.5,17.1,23.6,3.54,21.84
WCCA Site 9,-121.3186,39.1914,287,2014,829.55,12.1,18.2,24.3,3.72,21.94
WCCA Site 9,-121.3186,39.1914,287,2015,410.51,11.5,17.8,24.0,3.68,21.53
WCCA Site 9,-121.3186,39.1914,287,2016,983.26,11.6,17.4,23.2,3.39,20.00
WCCA Site 9,-121.3186,39.1914,287,2017,1112.89,11.8,17.6,23.4,3.49,20.45
WCCA Site 9,-121.3186,39.1914,287,2018,792.32,10.9,17.2,23.5,3.62,21.32
WCCA Site 9,-121.3186,39.1914,287,2019,1100.37,10.9,16.8,22.7,3.46,20.36
WCCA Site 9,-121.3186,39.1914,287,2020,376.92,11.5,17.7,24.0,4.76,23.23
WCCA Site 9,-121.3186,39.1914,287,2021,783.56,11.0,17.1,23.3,4.30,22.35
WCCA Site 9,-121.3186,39.1914,287,2022,533.82,11.3,17.5,23.7,5.04,23.18
WCCA Site 9,-121.3186,39.1914,287,2023,847.12,10.9,16.4,21.9,3.85,18.83
WCCA Site 9,-121.3186,39.1914,287,2024,964.65,12.1,17.5,22.9,5.26,21.52
,,,,,,,,,,
WCCA Site 10,-121.0865,39.1231,540,2010,1525.59,7.7,14.2,20.6,2.26,18.25
WCCA Site 10,-121.0865,39.1231,540,2011,993.22,7.3,14.0,20.7,2.38,18.44
WCCA Site 10,-121.0865,39.1231,540,2012,1506.87,8.2,15.2,22.1,3.25,21.28
WCCA Site 10,-121.0865,39.1231,540,2013,330.93,8.0,15.4,22.7,3.35,22.21
WCCA Site 10,-121.0865,39.1231,540,2014,1172.52,9.8,16.6,23.3,3.81,22.71
WCCA Site 10,-121.0865,39.1231,540,2015,613.85,9.2,16.2,23.2,3.64,22.61
WCCA Site 10,-121.0865,39.1231,540,2016,1441.99,8.8,15.6,22.3,3.39,21.33
WCCA Site 10,-121.0865,39.1231,540,2017,1721.53,9.0,15.7,22.4,3.02,21.17
WCCA Site 10,-121.0865,39.1231,540,2018,1088.39,8.6,15.7,22.8,3.46,22.34
WCCA Site 10,-121.0865,39.1231,540,2019,1438.58,8.3,15.0,21.7,2.74,19.98
WCCA Site 10,-121.0865,39.1231,540,2020,665.25,9.0,16.1,23.1,4.26,23.16
WCCA Site 10,-121.0865,39.1231,540,2021,1127.32,9.0,15.8,22.6,3.96,23.08
WCCA Site 10,-121.0865,39.1231,540,2022,797.35,8.7,15.8,22.8,3.97,23.12
WCCA Site 10,-121.0865,39.1231,540,2023,1130.99,8.2,14.5,20.8,2.60,18.19
WCCA Site 10,-121.0865,39.1231,540,2024,1254.38,9.6,15.7,21.8,3.82,20.61
,,,,,,,,,,
WCCA Site 11,-121.1084,39.0926,453,2010,1296.72,8.6,14.8,20.9,2.50,18.15
WCCA Site 11,-121.1084,39.0926,453,2011,882.52,8.1,14.5,21.0,2.39,18.18
WCCA Site 11,-121.1084,39.0926,453,2012,1309.49,8.8,15.6,22.4,3.23,21.00
WCCA Site 11,-121.1084,39.0926,453,2013,287.84,9.0,16.0,23.0,3.52,22.12
WCCA Site 11,-121.1084,39.0926,453,2014,1027.33,10.5,17.0,23.6,3.80,22.35
WCCA Site 11,-121.1084,39.0926,453,2015,531.89,9.9,16.7,23.4,3.72,22.33
WCCA Site 11,-121.1084,39.0926,453,2016,1251.87,9.8,16.2,22.6,3.48,21.04
WCCA Site 11,-121.1084,39.0926,453,2017,1540.90,9.9,16.3,22.7,3.23,21.03
WCCA Site 11,-121.1084,39.0926,453,2018,1007.65,9.3,16.1,23.0,3.57,22.03
WCCA Site 11,-121.1084,39.0926,453,2019,1340.92,9.3,15.6,22.0,3.14,19.88
WCCA Site 11,-121.1084,39.0926,453,2020,582.96,9.9,16.7,23.4,4.46,23.21
WCCA Site 11,-121.1084,39.0926,453,2021,1032.67,9.6,16.2,22.8,3.98,22.97
WCCA Site 11,-121.1084,39.0926,453,2022,699.74,9.4,16.3,23.2,4.18,23.54
WCCA Site 11,-121.1084,39.0926,453,2023,1038.71,8.8,15.0,21.2,2.72,18.44
WCCA Site 11,-121.1084,39.0926,453,2024,1151.83,9.8,16.0,22.1,3.35,20.53
,,,,,,,,,,
WCCA Site 12,-121.0697,39.2184,754,2010,1886.18,6.6,12.7,18.9,1.96,15.98
WCCA Site 12,-121.0697,39.2184,754,2011,1219.51,6.3,12.7,19.1,2.19,16.19
WCCA Site 12,-121.0697,39.2184,754,2012,1894.92,7.2,13.8,20.5,3.10,19.00
WCCA Site 12,-121.0697,39.2184,754,2013,424.44,6.8,14.0,21.2,3.34,19.91
WCCA Site 12,-121.0697,39.2184,754,2014,1391.09,8.8,15.2,21.6,3.76,20.18
WCCA Site 12,-121.0697,39.2184,754,2015,765.93,8.1,14.9,21.7,3.51,20.32
WCCA Site 12,-121.0697,39.2184,754,2016,1776.24,7.4,14.1,20.8,3.29,18.98
WCCA Site 12,-121.0697,39.2184,754,2017,2125.40,7.8,14.3,20.8,2.69,18.53
WCCA Site 12,-121.0697,39.2184,754,2018,1235.64,7.4,14.3,21.2,3.06,19.64
WCCA Site 12,-121.0697,39.2184,754,2019,1751.19,7.0,13.5,19.9,2.33,17.26
WCCA Site 12,-121.0697,39.2184,754,2020,763.40,8.0,14.9,21.8,3.93,21.11
WCCA Site 12,-121.0697,39.2184,754,2021,1267.43,8.0,14.9,21.8,3.76,22.10
WCCA Site 12,-121.0697,39.2184,754,2022,943.76,8.0,14.8,21.7,4.13,21.80
WCCA Site 12,-121.0697,39.2184,754,2023,1400.39,8.0,13.9,19.9,3.40,17.46
WCCA Site 12,-121.0697,39.2184,754,2024,1542.13,8.8,15.0,21.1,3.85,19.80
,,,,,,,,,,
WCCA Site 13,-121.0711,39.2164,768,2010,1888.80,6.6,12.8,18.9,2.09,15.91
WCCA Site 13,-121.0711,39.2164,768,2011,1213.69,6.3,12.7,19.0,2.30,16.15
WCCA Site 13,-121.0711,39.2164,768,2012,1909.07,7.3,13.9,20.4,3.22,18.93
WCCA Site 13,-121.0711,39.2164,768,2013,423.73,6.9,14.1,21.2,3.46,19.83
WCCA Site 13,-121.0711,39.2164,768,2014,1396.86,9.0,15.3,21.6,3.93,20.13
WCCA Site 13,-121.0711,39.2164,768,2015,770.17,8.3,15.0,21.7,3.67,20.28
WCCA Site 13,-121.0711,39.2164,768,2016,1773.03,7.6,14.2,20.7,3.38,18.89
WCCA Site 13,-121.0711,39.2164,768,2017,2115.66,8.0,14.3,20.7,2.84,18.49
WCCA Site 13,-121.0711,39.2164,768,2018,1232.72,7.6,14.4,21.2,3.24,19.58
WCCA Site 13,-121.0711,39.2164,768,2019,1750.01,7.2,13.5,19.8,2.49,17.20
WCCA Site 13,-121.0711,39.2164,768,2020,767.82,8.1,14.9,21.7,4.06,21.04
WCCA Site 13,-121.0711,39.2164,768,2021,1271.04,8.2,14.9,21.7,3.78,21.97
WCCA Site 13,-121.0711,39.2164,768,2022,948.57,8.1,14.9,21.7,4.24,21.67
WCCA Site 13,-121.0711,39.2164,768,2023,1386.76,8.0,13.9,19.8,3.41,17.34
WCCA Site 13,-121.0711,39.2164,768,2024,1528.40,9.0,15.0,21.0,3.94,19.70
,,,,,,,,,,
WCCA Site 14,-121.0885,39.0622,413,2010,1201.35,9.0,15.0,21.1,2.41,17.83
WCCA Site 14,-121.0885,39.0622,413,2011,848.75,8.5,14.8,21.1,2.22,17.72
WCCA Site 14,-121.0885,39.0622,413,2012,1225.80,9.0,15.8,22.5,3.02,20.71
WCCA Site 14,-121.0885,39.0622,413,2013,272.98,9.3,16.2,23.1,3.39,21.79
WCCA Site 14,-121.0885,39.0622,413,2014,960.02,10.8,17.3,23.7,3.66,22.03
WCCA Site 14,-121.0885,39.0622,413,2015,502.32,10.3,16.9,23.5,3.64,22.00
WCCA Site 14,-121.0885,39.0622,413,2016,1158.37,10.2,16.5,22.8,3.43,20.70
WCCA Site 14,-121.0885,39.0622,413,2017,1510.33,10.3,16.6,22.9,3.27,20.68
WCCA Site 14,-121.0885,39.0622,413,2018,985.62,9.4,16.3,23.1,3.24,21.60
WCCA Site 14,-121.0885,39.0622,413,2019,1332.10,9.6,15.9,22.1,2.97,19.45
WCCA Site 14,-121.0885,39.0622,413,2020,560.61,10.0,16.8,23.5,3.99,22.76
WCCA Site 14,-121.0885,39.0622,413,2021,1030.18,9.7,16.3,22.9,3.72,22.74
WCCA Site 14,-121.0885,39.0622,413,2022,671.79,9.6,16.4,23.2,4.21,23.43
WCCA Site 14,-121.0885,39.0622,413,2023,1011.48,9.1,15.2,21.2,2.69,18.30
WCCA Site 14,-121.0885,39.0622,413,2024,1102.52,10.4,16.4,22.4,3.48,20.42
,,,,,,,,,,
WCCA Site 15,-121.1160,39.0458,415,2010,1175.63,9.0,14.9,20.9,2.54,17.81
WCCA Site 15,-121.1160,39.0458,415,2011,829.49,8.5,14.7,21.0,2.37,17.74
WCCA Site 15,-121.1160,39.0458,415,2012,1195.80,9.2,15.7,22.3,3.27,20.57
WCCA Site 15,-121.1160,39.0458,415,2013,267.69,9.3,16.1,23.0,3.52,21.73
WCCA Site 15,-121.1160,39.0458,415,2014,942.62,10.7,17.1,23.5,3.73,21.80
WCCA Site 15,-121.1160,39.0458,415,2015,489.16,10.2,16.8,23.4,3.70,21.96
WCCA Site 15,-121.1160,39.0458,415,2016,1126.76,10.2,16.4,22.6,3.48,20.63
WCCA Site 15,-121.1160,39.0458,415,2017,1450.67,10.3,16.5,22.7,3.26,20.47
WCCA Site 15,-121.1160,39.0458,415,2018,969.33,9.5,16.2,22.9,3.51,21.51
WCCA Site 15,-121.1160,39.0458,415,2019,1286.86,9.6,15.8,21.9,3.17,19.43
WCCA Site 15,-121.1160,39.0458,415,2020,539.44,10.2,16.8,23.4,4.43,22.79
WCCA Site 15,-121.1160,39.0458,415,2021,987.21,9.7,16.3,22.8,3.71,22.63
WCCA Site 15,-121.1160,39.0458,415,2022,639.51,9.7,16.4,23.1,4.25,23.30
WCCA Site 15,-121.1160,39.0458,415,2023,975.17,8.8,15.0,21.1,2.54,18.14
WCCA Site 15,-121.1160,39.0458,415,2024,1070.00,9.9,16.1,22.3,3.08,20.39
,,,,,,,,,,
WCCA Site 26,-121.0698,39.0699,443,2010,1257.74,8.9,15.0,21.1,2.38,17.98
WCCA Site 26,-121.0698,39.0699,443,2011,887.27,8.3,14.7,21.0,2.17,17.80
WCCA Site 26,-121.0698,39.0699,443,2012,1264.21,9.0,15.8,22.5,3.07,20.89
WCCA Site 26,-121.0698,39.0699,443,2013,278.11,9.1,16.1,23.1,3.35,21.90
WCCA Site 26,-121.0698,39.0699,443,2014,993.32,10.6,17.2,23.8,3.59,22.24
WCCA Site 26,-121.0698,39.0699,443,2015,518.30,10.1,16.8,23.5,3.58,22.11
WCCA Site 26,-121.0698,39.0699,443,2016,1207.42,10.0,16.4,22.8,3.35,20.89
WCCA Site 26,-121.0698,39.0699,443,2017,1534.00,10.1,16.5,22.8,3.21,20.89
WCCA Site 26,-121.0698,39.0699,443,2018,1000.25,9.3,16.2,23.1,3.21,21.81
WCCA Site 26,-121.0698,39.0699,443,2019,1334.82,9.5,15.8,22.1,2.90,19.64
WCCA Site 26,-121.0698,39.0699,443,2020,597.73,9.8,16.7,23.5,3.92,22.85
WCCA Site 26,-121.0698,39.0699,443,2021,1067.92,9.3,16.1,22.9,3.61,22.92
WCCA Site 26,-121.0698,39.0699,443,2022,703.16,9.1,16.1,23.1,3.87,23.50
WCCA Site 26,-121.0698,39.0699,443,2023,1041.53,8.8,15.0,21.2,2.56,18.35
WCCA Site 26,-121.0698,39.0699,443,2024,1131.95,10.0,16.1,22.3,3.23,20.50
,,,,,,,,,,
WCCA Site 27,-121.0715,39.0689,450,2010,1236.63,9.0,15.0,20.9,2.54,17.79
WCCA Site 27,-121.0715,39.0689,450,2011,871.90,8.5,14.7,21.0,2.29,17.64
WCCA Site 27,-121.0715,39.0689,450,2012,1243.68,9.0,15.7,22.4,3.11,20.69
WCCA Site 27,-121.0715,39.0689,450,2013,274.97,9.3,16.2,23.0,3.51,21.69
